"ST1. Nomenclature of 2,925 proteins analyzed in the Interval and LonGenity cohorts. Corresponding external identifiers were provided by Somalogic.",,,,,,,,,,
,,,,,,,,,,
ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units
SELL.4831.4.2,4831.4,2,SL002823,L-Selectin,sL-Selectin,P14151,6402,SELL,Human,RFU
TNFRSF10A.4832.75.2,4832.75,2,SL004156,Tumor necrosis factor receptor superfamily member 10A,TRAIL R1,O00220,8797,TNFRSF10A,Human,RFU
EPHA2.4834.61.2,4834.61,2,SL002654,Ephrin type-A receptor 2,Epithelial cell kinase,P29317,1969,EPHA2,Human,RFU
GPC3.4842.62.2,4842.62,2,SL000070,Glypican-3,Glypican 3,P51654,2719,GPC3,Human,RFU
IL1A.4851.25.1,4851.25,1,SL000125,Interleukin-1 alpha,IL-1a,P01583,3552,IL1A,Human,RFU
NTRK2.4866.59.2,4866.59,2,SL004160,BDNF/NT-3 growth factors receptor,TrkB,Q16620,4915,NTRK2,Human,RFU
F10.4878.3.1,4878.3,1,SL000360,Coagulation Factor X,Coagulation Factor X,P00742,2159,F10,Human,RFU
INS.4883.56.2,4883.56,2,SL000021,Insulin,Insulin,P01308,3630,INS,Human,RFU
CCL7.4886.3.1,4886.3,1,SL000516,C-C motif chemokine 7,MCP-3,P80098,6354,CCL7,Human,RFU
WNT7A.4889.82.1,4889.82,1,SL009951,Protein Wnt-7a,WNT7A,O00755,7476,WNT7A,Human,RFU
POMC.4890.10.1,4890.1,1,SL003461,Corticotropin,ACTH,P01189,5443,POMC,Human,RFU
GCG.4891.50.1,4891.5,1,SL000433,Glucagon,Glucagon,P01275,2641,GCG,Human,RFU
CASP2.4904.7.1,4904.7,1,SL003710,Caspase-2,Caspase-2,P42575,835,CASP2,Human,RFU
COTL1.4905.63.1,4905.63,1,SL004814,Coactosin-like protein,Coactosin-like protein,Q14019,23406,COTL1,Human,RFU
FGA.FGB.FGG.4907.56.1,4907.56,1,SL000022,D-dimer,D-dimer,P02671 P02675 P02679,2243 2244 2266,FGA.FGB.FGG,Human,RFU
ENG.4908.6.1,4908.6,1,SL004482,Endoglin,Endoglin,P17813,2022,ENG,Human,RFU
LGALS8.4909.68.1,4909.68,1,SL005167,Galectin-8,Galectin-8,O00214,3964,LGALS8,Human,RFU
GSTP1.4911.49.2,4911.49,2,SL003643,Glutathione S-transferase P,Glutathione S-transferase Pi,P09211,2950,GSTP1,Human,RFU
GOT1.4912.17.1,4912.17,1,SL000280,"Aspartate aminotransferase, cytoplasmic",GOT1,P17174,2805,GOT1,Human,RFU
CCL16.4913.78.1,4913.78,1,SL003300,C-C motif chemokine 16,HCC-4,O15467,6360,CCL16,Human,RFU
CGA.CGB.4914.10.1,4914.1,1,SL001766,Human Chorionic Gonadotropin,HCG,"P01215,P01233",1081 1082,CGA.CGB,Human,RFU
ITGAV.ITGB5.4917.62.1,4917.62,1,SL003182,Integrin alpha-V: beta-5 complex,Integrin aVb5,"P06756, P18084",3685 3693,ITGAV.ITGB5,Human,RFU
LYZ.4920.10.1,4920.1,1,SL000510,Lysozyme C,Lysozyme,P61626,4069,LYZ,Human,RFU
CCL19.4922.13.1,4922.13,1,SL003189,C-C motif chemokine 19,MIP-3b,Q99731,6363,CCL19,Human,RFU
AMH.4923.79.1,4923.79,1,SL005201,Muellerian-inhibiting factor,MIS,P03971,268,AMH,Human,RFU
MMP13.4925.54.2,4925.54,2,SL000523,Collagenase 3,MMP-13,P45452,4322,MMP13,Human,RFU
STC1.4930.21.1,4930.21,1,SL005789,Stanniocalcin-1,Stanniocalcin-1,P52823,6781,STC1,Human,RFU
F3.4931.59.1,4931.59,1,SL000024,Tissue Factor,TF,P13726,2152,F3,Human,RFU
EREG.4956.2.1,4956.2,1,SL000139,Epiregulin,EPI,O14944,2069,EREG,Human,RFU
AGR2.4959.2.1,4959.2,1,SL004925,Anterior gradient protein 2 homolog,AGR2,O95994,10551,AGR2,Human,RFU
ANXA1.4960.72.1,4960.72,1,SL004208,Annexin A1,annexin I,P04083,301,ANXA1,Human,RFU
ANXA2.4961.17.1,4961.17,1,SL004209,Annexin A2,annexin II,P07355,302,ANXA2,Human,RFU
CDNF.4962.52.1,4962.52,1,SL012538,Cerebral dopamine neurotrophic factor,ARMEL,Q49AH0,441549,CDNF,Human,RFU
ARPP19.4963.19.1,4963.19,1,SL011708,cAMP-regulated phosphoprotein 19,ARP19,P56211,10776,ARPP19,Human,RFU
ERAP1.4964.67.1,4964.67,1,SL007729,Endoplasmic reticulum aminopeptidase 1,ARTS1,Q9NZ08,51752,ERAP1,Human,RFU
ATP5B.4965.27.1,4965.27,1,SL005675,"ATP synthase subunit beta, mitochondrial",ATP synthase beta chain,P06576,506,ATP5B,Human,RFU
C1QBP.4967.1.1,4967.1,1,SL008177,"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,Q07021,708,C1QBP,Human,RFU
CA1.4969.2.1,4969.2,1,SL004866,Carbonic anhydrase 1,Carbonic anhydrase I,P00915,759,CA1,Human,RFU
CA2.4970.55.1,4970.55,1,SL000339,Carbonic anhydrase 2,carbonic anhydrase II,P00918,760,CA2,Human,RFU
CTSZ.4971.1.1,4971.1,1,SL008380,Cathepsin Z,CATZ,Q9UBR2,1522,CTSZ,Human,RFU
BIRC3.4973.18.1,4973.18,1,SL003728,Baculoviral IAP repeat-containing protein 3,cIAP-2,Q13489,330,BIRC3,Human,RFU
CRK.4976.57.1,4976.57,1,SL013240,Adapter molecule crk,CRK,P46108,1398,CRK,Human,RFU
DBNL.4978.54.2,4978.54,2,SL011628,Drebrin-like protein,DBNL,Q9UJU6,28988,DBNL,Human,RFU
DPT.4979.34.2,4979.34,2,SL008178,Dermatopontin,DERM,Q07507,1805,DPT,Human,RFU
DSC3.4981.6.1,4981.6,1,SL008709,Desmocollin-3,DSC3,Q14574,1825,DSC3,Human,RFU
PI3.4982.54.1,4982.54,1,SL004458,Elafin,Elafin,P19957,5266,PI3,Human,RFU
ESD.4984.83.1,4984.83,1,SL006378,S-formylglutathione hydrolase,Esterase D,P10768,2098,ESD,Human,RFU
FABP5.4985.11.1,4985.11,1,SL005352,"Fatty acid-binding protein, epidermal",FABPE,Q01469,2171,FABP5,Human,RFU
FCAR.4987.17.1,4987.17,1,SL010373,Immunoglobulin alpha Fc receptor,FCAR,P24071,2204,FCAR,Human,RFU
FGFR4.4988.49.2,4988.49,2,SL002036,Fibroblast growth factor receptor 4,FGFR4,P22455,2264,FGFR4,Human,RFU
GP1BA.4990.87.1,4990.87,1,SL006460,Platelet glycoprotein Ib alpha chain,GP1BA,P07359,2811,GP1BA,Human,RFU
GPC5.4991.12.1,4991.12,1,SL012469,Glypican-5,GPC5,P78333,2262,GPC5,Human,RFU
GRN.4992.49.1,4992.49,1,SL007173,Granulins,GRN,P28799,2896,GRN,Human,RFU
GSTA3.4993.16.1,4993.16,1,SL000670,Glutathione S-transferase A3,GSTA3,Q16772,2940,GSTA3,Human,RFU
HPGD.4995.16.1,4995.16,1,SL003930,15-hydroxyprostaglandin dehydrogenase [NAD(+)],HPG-,P15428,3248,HPGD,Human,RFU
EIF4A3.4997.19.1,4997.19,1,SL011616,Eukaryotic initiation factor 4A-III,IF4A3,P38919,9775,EIF4A3,Human,RFU
SCGB2A1.5001.6.2,5001.6,2,SL001973,Mammaglobin-B,Mammaglobin 2,O75556,4246,SCGB2A1,Human,RFU
MMP14.5002.76.1,5002.76,1,SL002646,Matrix metalloproteinase-14,MMP-14,P50281,4323,MMP14,Human,RFU
MAPK13.5006.71.1,5006.71,1,SL006993,Mitogen-activated protein kinase 13,MK13,O15264,5603,MAPK13,Human,RFU
MAPK14.5007.1.1,5007.1,1,SL006920,Mitogen-activated protein kinase 14,MAPK14,Q16539,1432,MAPK14,Human,RFU
SOD2.5008.51.1,5008.51,1,SL001815,"Superoxide dismutase [Mn], mitochondrial",Mn SOD,P04179,6648,SOD2,Human,RFU
NAMPT.5011.11.1,5011.11,1,SL003685,Nicotinamide phosphoribosyltransferase,PBEF,P43490,10135,NAMPT,Human,RFU
AK1.5012.67.1,5012.67,1,SL004296,Adenylate kinase isoenzyme 1,"Myokinase, human",P00568,203,AK1,Human,RFU
PGK1.5020.50.1,5020.5,1,SL003653,Phosphoglycerate kinase 1,phosphoglycerate kinase 1,P00558,5230,PGK1,Human,RFU
RB1.5024.67.1,5024.67,1,SL002522,Retinoblastoma-associated protein,Rb,P06400,5925,RB1,Human,RFU
RPS3.5026.66.1,5026.66,1,SL008059,40S ribosomal protein S3,RS3,P23396,6188,RPS3,Human,RFU
CD163.5028.59.1,5028.59,1,SL005764,Scavenger receptor cysteine-rich type 1 protein M130,sCD163,Q86VB7,9332,CD163,Human,RFU
FAP.5029.3.1,5029.3,1,SL006528,Prolyl endopeptidase FAP,SEPR,Q12884,2191,FAP,Human,RFU
SIRT2.5030.52.1,5030.52,1,SL006629,NAD-dependent protein deacetylase sirtuin-2,SIRT2,Q8IXJ6,22933,SIRT2,Human,RFU
SPTAN1.5031.10.1,5031.1,1,SL008190,"Spectrin alpha chain, non-erythrocytic 1",SPTA2,Q13813,6709,SPTAN1,Human,RFU
SSRP1.5032.64.1,5032.64,1,SL009868,FACT complex subunit SSRP1,SSRP1,Q08945,6749,SSRP1,Human,RFU
TPM1.5033.27.1,5033.27,1,SL004737,Tropomyosin alpha-1 chain,Tropomyosin 1 alpha chain,P09493,7168,TPM1,Human,RFU
PRSS2.5034.79.1,5034.79,1,SL010388,Trypsin-2,Trypsin 2,P07478,5645,PRSS2,Human,RFU
TNFAIP6.5036.50.1,5036.5,1,SL004782,Tumor necrosis factor-inducible gene 6 protein,TSG-6,P98066,7130,TNFAIP6,Human,RFU
CD274.5060.62.3,5060.62,3,SL004852,Programmed cell death 1 ligand 1,B7-H1,Q9NZQ7,29126,CD274,Human,RFU
ICOSLG.5061.27.3,5061.27,3,SL004853,ICOS ligand,B7-H2,O75144,23308,ICOSLG,Human,RFU
CD226.5062.60.3,5062.6,3,SL011100,CD226 antigen,CD226,Q15762,10666,CD226,Human,RFU
CD300C.5066.134.3,5066.134,3,SL014270,CMRF35-like molecule 6,CLM6,Q08708,10871,CD300C,Human,RFU
CD55.5069.9.3,5069.9,3,SL004556,Complement decay-accelerating factor,DAF,P08174,1604,CD55,Human,RFU
TNFRSF6B.5070.76.3,5070.76,3,SL003739,Tumor necrosis factor receptor superfamily member 6B,DcR3,O95407,8771,TNFRSF6B,Human,RFU
EPHB6.5078.82.3,5078.82,3,SL008414,Ephrin type-B receptor 6,EphB6,O15197,2051,EPHB6,Human,RFU
IL1RAPL2.5082.51.3,5082.51,3,SL004849,X-linked interleukin-1 receptor accessory protein-like 2,IL-1 sR9,Q9NP60,26280,IL1RAPL2,Human,RFU
IL22RA2.5087.5.3,5087.5,3,SL005183,Interleukin-22 receptor subunit alpha-2,IL-22BP,Q969J5,116379,IL22RA2,Human,RFU
IL23R.5088.175.3,5088.175,3,SL005185,Interleukin-23 receptor,IL-23 R,Q5VWK5,149233,IL23R,Human,RFU
IL7R.5089.11.3,5089.11,3,SL005189,Interleukin-7 receptor subunit alpha,IL-7 Ra,P16871,3575,IL7R,Human,RFU
LILRB1.5090.49.2,5090.49,2,SL005190,Leukocyte immunoglobulin-like receptor subfamily B member 1,ILT-2,Q8NHL6,10859,LILRB1,Human,RFU
LILRB2.5091.28.3,5091.28,3,SL005191,Leukocyte immunoglobulin-like receptor subfamily B member 2,ILT-4,Q8N423,10288,LILRB2,Human,RFU
JAG1.5092.51.3,5092.51,3,SL007328,Protein jagged-1,JAG1,P78504,182,JAG1,Human,RFU
JAG2.5093.47.3,5093.47,3,SL007774,Protein jagged-2,JAG2,Q9Y219,3714,JAG2,Human,RFU
AMICA1.5094.62.3,5094.62,3,SL009202,Junctional adhesion molecule-like,JAML1,Q86YT9,120425,AMICA1,Human,RFU
KIR3DL2.5096.51.3,5096.51,3,SL014269,Killer cell immunoglobulin-like receptor 3DL2,KI3L2,P43630,3812,KIR3DL2,Human,RFU
KIR3DS1.5097.14.3,5097.14,3,SL014289,Killer cell immunoglobulin-like receptor 3DS1,KI3S1,Q14943,3813,KIR3DS1,Human,RFU
KLRF1.5098.79.3,5098.79,3,SL014209,Killer cell lectin-like receptor subfamily F member 1,KLRF1,Q9NZS2,51348,KLRF1,Human,RFU
SCARB2.5100.53.3,5100.53,3,SL005197,Lysosome membrane protein 2,LIMP II,Q14108,950,SCARB2,Human,RFU
MICB.5102.55.3,5102.55,3,SL005200,MHC class I polypeptide-related sequence B,MICB,Q29980,4277,MICB,Human,RFU
CD200R1.5103.30.3,5103.3,3,SL014288,Cell surface glycoprotein CD200 receptor 1,MO2R1,Q8TD46,131450,CD200R1,Human,RFU
RTN4R.5105.2.3,5105.2,3,SL005208,Reticulon-4 receptor,Nogo Receptor,Q9BZR6,65078,RTN4R,Human,RFU
NOTCH1.5107.7.2,5107.7,2,SL005703,Neurogenic locus notch homolog protein 1,Notch 1,P46531,4851,NOTCH1,Human,RFU
NRCAM.5109.24.3,5109.24,3,SL005210,Neuronal cell adhesion molecule,Nr-CAM,Q92823,4897,NRCAM,Human,RFU
NRXN1.5110.84.3,5110.84,3,SL009054,Neurexin-1-beta,NRX1B,P58400,9378,NRXN1,Human,RFU
NRXN3.5111.15.3,5111.15,3,SL008728,Neurexin-3-beta,NRX3B,Q9HDB5,9369,NRXN3,Human,RFU
CD200.5112.73.3,5112.73,3,SL014268,OX-2 membrane glycoprotein,OX2G,P41217,4345,CD200,Human,RFU
PRLR.5114.65.3,5114.65,3,SL005212,Prolactin receptor,Prolactin Receptor,P16471,5618,PRLR,Human,RFU
ROBO2.5116.62.2,5116.62,2,SL007680,Roundabout homolog 2,ROBO2,Q9HCK4,6092,ROBO2,Human,RFU
ROBO3.5117.14.3,5117.14,3,SL014148,Roundabout homolog 3,ROBO3,Q96MS0,64221,ROBO3,Human,RFU
SLAMF6.5128.53.3,5128.53,3,SL014228,SLAM family member 6,SLAF6,Q96DU3,114836,SLAMF6,Human,RFU
TNFRSF19.5131.15.3,5131.15,3,SL004863,Tumor necrosis factor receptor superfamily member 19,TAJ,Q9NS68,55504,TNFRSF19,Human,RFU
IL27RA.5132.71.3,5132.71,3,SL005223,Interleukin-27 receptor subunit alpha,TCCR,Q6UWB1,9466,IL27RA,Human,RFU
TGFBR2.5133.17.3,5133.17,3,SL002078,TGF-beta receptor type-2,TGF-b R II,P37173,7048,TGFBR2,Human,RFU
HAVCR2.5134.52.2,5134.52,2,SL007547,Hepatitis A virus cellular receptor 2,TIMD3,Q8TDQ0,84868,HAVCR2,Human,RFU
TNFRSF12A.5138.50.3,5138.5,3,SL004366,Tumor necrosis factor receptor superfamily member 12A,TWEAKR,Q9NP84,51330,TNFRSF12A,Human,RFU
UNC5C.5139.32.3,5139.32,3,SL005230,Netrin receptor UNC5C,UNC5H3,O95185,8633,UNC5C,Human,RFU
PDE7A.5178.5.3,5178.5,3,SL011406,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",PDE7A,Q13946,5150,PDE7A,Human,RFU
PRKAA1.PRKAB1.PRKAG1.5183.53.3,5183.53,3,SL016548,AMP Kinase (alpha1beta1gamma1),AMPK a1b1g1,Q13131 Q9Y478 P54619,5562 5564 5571,PRKAA1.PRKAB1.PRKAG1,Human,RFU
NMT1.5196.7.3,5196.7,3,SL006476,Glycylpeptide N-tetradecanoyltransferase 1,NMT1,P30419,4836,NMT1,Human,RFU
PDE9A.5201.50.4,5201.5,4,SL016554,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A",PDE9A,O76083,5152,PDE9A,Human,RFU
PSME3.5204.13.3,5204.13,3,SL005308,Proteasome activator complex subunit 3,PSME3,P61289,10197,PSME3,Human,RFU
GCKR.5223.59.3,5223.59,3,SL015728,Glucokinase regulatory protein,GCKR,Q14397,2646,GCKR,Human,RFU
CSNK2A1.5224.20.3,5224.2,3,SL007324,Casein kinase II subunit alpha,CSK21,P68400,1457,CSNK2A1,Human,RFU
CSNK2A1.CSNK2B.5225.50.3,5225.5,3,SL016550,Casein kinase II 2-alpha:2-beta heterotetramer,CK2-A1:B,P68400 P67870,1457 1460,CSNK2A1.CSNK2B,Human,RFU
CSNK2A2.CSNK2B.5226.36.3,5226.36,3,SL016551,Casein kinase II 2-alpha':2-beta heterotetramer,CK2-A2:B,P19784 P67870,1459 1460,CSNK2A2.CSNK2B,Human,RFU
PDK1.5227.60.3,5227.6,3,SL006921,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial",PDK1,Q15118,5163,PDK1,Human,RFU
KIF23.5228.25.2,5228.25,2,SL006189,Kinesin-like protein KIF23,KIF23,Q02241,9493,KIF23,Human,RFU
IMPDH1.5229.90.3,5229.9,3,SL014735,Inosine-5'-monophosphate dehydrogenase 1,IMDH1,P20839,3614,IMPDH1,Human,RFU
HMGCR.5230.99.3,5230.99,3,SL016557,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGR,P04035,3156,HMGCR,Human,RFU
NR1D1.5236.2.3,5236.2,3,SL007145,Nuclear receptor subfamily 1 group D member 1,NR1D1,P20393,9572,NR1D1,Human,RFU
PPIE.5238.26.3,5238.26,3,SL013928,Peptidyl-prolyl cis-trans isomerase E,PPIE,Q9UNP9,10450,PPIE,Human,RFU
MAP2K4.5242.37.3,5242.37,3,SL007237,Dual specificity mitogen-activated protein kinase kinase 4,MP2K4,P45985,6416,MAP2K4,Human,RFU
PRKAA2.PRKAB2.PRKAG1.5245.40.5,5245.4,5,SL016549,AMP Kinase (alpha2beta2gamma1),AMPK a2b2g1,P54646 O43741 P54619,5563 5565 5571,PRKAA2.PRKAB2.PRKAG1,Human,RFU
PDE2A.5246.64.3,5246.64,3,SL005730,"cGMP-dependent 3',5'-cyclic phosphodiesterase",cGMP-stimulated PDE,O00408,5138,PDE2A,Human,RFU
STK17B.5249.31.3,5249.31,3,SL016566,Serine/threonine-protein kinase 17B,DRAK2,O94768,9262,STK17B,Human,RFU
IMPDH2.5250.53.3,5250.53,3,SL010928,Inosine-5'-monophosphate dehydrogenase 2,IMDH2,P12268,3615,IMPDH2,Human,RFU
PDE3A.5254.69.3,5254.69,3,SL016553,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",PDE3A,Q14432,5139,PDE3A,Human,RFU
PDE4D.5255.22.3,5255.22,3,SL011404,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",PDE4D,Q08499,5144,PDE4D,Human,RFU
MAP3K7.TAB1.5259.2.3,5259.2,3,SL016567,Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion,TAK1-TAB1,O43318 Q15750,6885 10454,MAP3K7.TAB1,Human,RFU
TYK2.5260.80.3,5260.8,3,SL007181,Non-receptor tyrosine-protein kinase TYK2,TYK2,P29597,7297,TYK2,Human,RFU
ABL2.5261.13.3,5261.13,3,SL010488,Abelson tyrosine-protein kinase 2,ABL2,P42684,27,ABL2,Human,RFU
CALR.5264.65.3,5264.65,3,SL003520,Calreticulin,calreticulin,P27797,811,CALR,Human,RFU
GRAP2.5265.12.3,5265.12,3,SL005725,GRB2-related adapter protein 2,GRB2-related adapter protein 2,O75791,9402,GRAP2,Human,RFU
MMP16.5268.49.3,5268.49,3,SL003331,Matrix metalloproteinase-16,MMP-16,P51512,4325,MMP16,Human,RFU
SHC1.5272.55.2,5272.55,2,SL014469,SHC-transforming protein 1,SHC1,P29353,6464,SHC1,Human,RFU
SLC25A18.5280.68.5,5280.68,5,SL016563,Mitochondrial glutamate carrier 2,GHC2,Q9H1K4,83733,SLC25A18,Human,RFU
CCL11.5301.7.3,5301.7,3,SL000406,Eotaxin,Eotaxin,P51671,6356,CCL11,Human,RFU
APOE.5312.49.3,5312.49,3,SL000277,,Deprecated,,,,Human,RFU
F2.5316.54.3,5316.54,3,SL000558,Prothrombin,Prothrombin,P00734,2147,F2,Human,RFU
CD86.5337.64.3,5337.64,3,SL004131,T-lymphocyte activation antigen CD86,B7-2,P42081,942,CD86,Human,RFU
S100A9.5339.49.3,5339.49,3,SL004477,Protein S100-A9,calgranulin B,P06702,6280,S100A9,Human,RFU
CASP10.5340.24.3,5340.24,3,SL003717,Caspase-10,Caspase-10,Q92851,843,CASP10,Human,RFU
CKAP2.5345.51.3,5345.51,3,SL006675,Cytoskeleton-associated protein 2,CKAP2,Q8WWK9,26586,CKAP2,Human,RFU
CPNE1.5346.24.3,5346.24,3,SL011808,Copine-1,CPNE1,Q99829,8904,CPNE1,Human,RFU
CCNB1.5347.59.3,5347.59,3,SL000130,G2/mitotic-specific cyclin-B1,Cyclin B1,P14635,891,CCNB1,Human,RFU
DLL1.5349.69.3,5349.69,3,SL006970,Delta-like protein 1,DLL1,O00548,28514,DLL1,Human,RFU
GPC6.5350.14.2,5350.14,2,SL012881,Glypican-6,GPC6,Q9Y625,10082,GPC6,Human,RFU
HNRNPA2B1.5351.52.3,5351.52,3,SL004891,Heterogeneous nuclear ribonucleoproteins A2/B1,hnRNP A2/B1,P22626,3181,HNRNPA2B1,Human,RFU
TNFRSF14.5352.11.3,5352.11,3,SL004145,Tumor necrosis factor receptor superfamily member 14,HVEM,Q92956,8764,TNFRSF14,Human,RFU
IL1RN.5353.89.2,5353.89,2,SL001990,Interleukin-1 receptor antagonist protein,IL-1Ra,P18510,3557,IL1RN,Human,RFU
KRT18.5354.11.3,5354.11,3,SL000655,"Keratin, type I cytoskeletal 18",Keratin 18,P05783,3875,KRT18,Human,RFU
TNFSF14.5355.69.3,5355.69,3,SL004648,Tumor necrosis factor ligand superfamily member 14,LIGHT,O43557,8740,TNFSF14,Human,RFU
NLGN4X.5357.60.3,5357.6,3,SL014113,"Neuroligin-4, X-linked",NLGNX,Q8N0W4,57502,NLGN4X,Human,RFU
OMD.5358.3.3,5358.3,3,SL008574,Osteomodulin,OMD,Q99983,4958,OMD,Human,RFU
PIM1.5359.65.3,5359.65,3,SL002702,Serine/threonine-protein kinase pim-1,PIM1,P11309,5292,PIM1,Human,RFU
AKT2.5360.9.2,5360.9,2,SL003722,RAC-beta serine/threonine-protein kinase,PKB beta,P31751,208,AKT2,Human,RFU
SEMA3E.5363.51.3,5363.51,3,SL010470,Semaphorin-3E,Semaphorin 3E,O15041,9723,SEMA3E,Human,RFU
FAS.5392.73.2,5392.73,2,SL002731,Tumor necrosis factor receptor superfamily member 6,"Fas, soluble",P25445,355,FAS,Human,RFU
LEPR.5400.52.3,5400.52,3,SL003184,Leptin receptor,sLeptin R,P48357,3953,LEPR,Human,RFU
TNFRSF21.5404.53.3,5404.53,3,SL004871,Tumor necrosis factor receptor superfamily member 21,DR6,O75509,27242,TNFRSF21,Human,RFU
CDH15.5410.53.3,5410.53,3,SL007295,Cadherin-15,CAD15,P55291,1013,CDH15,Human,RFU
SIRPA.5430.66.3,5430.66,3,SL008967,Tyrosine-protein phosphatase non-receptor type substrate 1,SHPS1,P78324,140885,SIRPA,Human,RFU
TNNI3.5441.67.3,5441.67,3,SL001761,"Troponin I, cardiac muscle",Troponin I,P19429,7137,TNNI3,Human,RFU
NPPA.5443.62.2,5443.62,2,SL002505,Atrial natriuretic factor,ANP,P01160,4878,NPPA,Human,RFU
ALCAM.5451.1.3,5451.1,3,SL003166,CD166 antigen,ALCAM,Q13740,214,ALCAM,Human,RFU
ASGR1.5452.71.3,5452.71,3,SL008835,Asialoglycoprotein receptor 1,ASGR1,P07306,432,ASGR1,Human,RFU
COLEC12.5457.5.2,5457.5,2,SL007471,Collectin-12,COLEC12,Q5KU26,81035,COLEC12,Human,RFU
GAS1.5463.22.3,5463.22,3,SL000658,Growth arrest-specific protein 1,GAS1,P54826,2619,GAS1,Human,RFU
GRB2.5464.52.3,5464.52,3,SL003792,Growth factor receptor-bound protein 2,GRB2 adapter protein,P62993,2885,GRB2,Human,RFU
HS6ST1.5465.32.3,5465.32,3,SL014129,Heparan-sulfate 6-O-sulfotransferase 1,H6ST1,O60243,9394,HS6ST1,Human,RFU
HSP90AB1.5467.15.3,5467.15,3,SL000454,Heat shock protein HSP 90-beta,HSP 90b,P08238,3326,HSP90AB1,Human,RFU
IL17RC.5468.67.3,5468.67,3,SL011068,Interleukin-17 receptor C,IL-17 RC,Q8NAC3,84818,IL17RC,Human,RFU
PRKCB.5475.10.3,5475.1,3,SL000553,Protein kinase C beta type (splice variant beta-II),PKC-B-II,P05771,5579,PRKCB,Human,RFU
FOLH1.5478.50.2,5478.5,2,SL000158,Glutamate carboxypeptidase 2,PSMA,Q04609,2346,FOLH1,Human,RFU
CCL5.5480.49.3,5480.49,3,SL000563,C-C motif chemokine 5,RANTES,P13501,6352,CCL5,Human,RFU
RASA1.5481.16.3,5481.16,3,SL013754,Ras GTPase-activating protein 1,RASA1,P20936,5921,RASA1,Human,RFU
RGMA.5483.1.3,5483.1,3,SL010467,Repulsive guidance molecule A,RGMA,Q96B86,56963,RGMA,Human,RFU
RPS3A.5484.63.3,5484.63,3,SL011588,40S ribosomal protein S3a,RS3A,P61247,6189,RPS3A,Human,RFU
ICAM2.5486.73.3,5486.73,3,SL003177,Intercellular adhesion molecule 2,sICAM-2,P13598,3384,ICAM2,Human,RFU
SLAMF7.5487.7.3,5487.7,3,SL016928,SLAM family member 7,SLAF7,Q9NQ25,57823,SLAMF7,Human,RFU
STIP1.5489.18.3,5489.18,3,SL010250,Stress-induced-phosphoprotein 1,Stress-induced-phosphoprotein 1,P31948,10963,STIP1,Human,RFU
SPOCK1.5490.53.3,5490.53,3,SL010384,Testican-1,Testican-1,Q08629,6695,SPOCK1,Human,RFU
SPOCK2.5491.12.3,5491.12,3,SL010471,Testican-2,Testican-2,Q92563,9806,SPOCK2,Human,RFU
WNK3.5493.17.3,5493.17,3,SL010524,Serine/threonine-protein kinase WNK3,WNK3,Q9BYP7,65267,WNK3,Human,RFU
EGF.5509.7.3,5509.7,3,SL000084,Epidermal growth factor,EGF,P01133,1950,EGF,Human,RFU
TNFRSF18.5526.53.3,5526.53,3,SL004859,Tumor necrosis factor receptor superfamily member 18,GITR,Q9Y5U5,8784,TNFRSF18,Human,RFU
RYK.5583.62.3,5583.62,3,SL017088,Tyrosine-protein kinase RYK,RYK,P34925,6259,RYK,Human,RFU
TCN2.5584.21.3,5584.21,3,SL003335,Holo-Transcobalamin-2,Holo-TC II,P20062,6948,TCN2,Human,RFU
MINPP1.5586.66.3,5586.66,3,SL007807,Multiple inositol polyphosphate phosphatase 1,MINP1,Q9UNW1,9562,MINPP1,Human,RFU
ZPLD1.5590.11.3,5590.11,3,SL017070,Zona pellucida-like domain-containing protein 1,ZPLD1,Q8TCW7,131368,ZPLD1,Human,RFU
PDIA5.5593.11.3,5593.11,3,SL011222,Protein disulfide-isomerase A5,PDIA5,Q14554,10954,PDIA5,Human,RFU
GREM2.5598.3.3,5598.3,3,SL007665,Gremlin-2,GREM2,Q9H772,64388,GREM2,Human,RFU
PCYOX1L.5599.88.3,5599.88,3,SL017089,Prenylcysteine oxidase-like,PCYXL,Q8NBM8,78991,PCYOX1L,Human,RFU
RNASE10.5602.62.3,5602.62,3,SL012546,Inactive ribonuclease-like protein 10,RNS10,Q5GAN6,338879,RNASE10,Human,RFU
MFNG.5605.77.3,5605.77,3,SL006973,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe",MFNG,O00587,4242,MFNG,Human,RFU
MFAP1.5606.24.3,5606.24,3,SL012444,Microfibrillar-associated protein 1,MFAP1,P55081,4236,MFAP1,Human,RFU
FAM19A5.5609.92.3,5609.92,3,SL012636,Protein FAM19A5,F19A5,Q7Z5A7,25817,FAM19A5,Human,RFU
